,brand,owner,fuel,selling_price
817,Porsche,third,cng,1700000
818,Jeep,first,petrol,8900000
819,Toyota,first,diesel,9690000
820,Ford,third,diesel,7950000
821,Volvo,first,diesel,1530000
822,Audi,third,lpg,5400000
823,Ferrari,second,diesel,1710000
824,Renault,first,cng,4810000
825,Tesla,second,lpg,4770000
826,Ford,second,cng,8740000
827,Ford,first,lpg,2920000
828,Volvo,first,diesel,9850000
829,Ford,first,cng,6240000
830,Peugeot,second,cng,2120000
831,Tesla,first,lpg,5550000
832,Ford,second,petrol,4980000
833,Ferrari,second,diesel,4730000
834,Ford,second,petrol,6840000
835,Kia,first,diesel,5390000
836,Ford,third,cng,7440000
837,Kia,first,diesel,8460000
838,Tesla,second,diesel,9400000
839,Tesla,second,cng,8340000
840,Audi,first,petrol,7520000
841,Ferrari,first,cng,1750000
842,Audi,second,petrol,4310000
843,Toyota,first,petrol,8030000
844,Peugeot,second,cng,9150000
845,Volkswagen,first,diesel,8350000
846,Mitsubishi,second,petrol,2100000
847,Porsche,third,lpg,6960000
848,Audi,first,cng,4840000
849,Chevrolet,third,lpg,8240000
850,Tesla,first,lpg,6980000
851,Chevrolet,second,diesel,5310000
852,Chevrolet,first,lpg,6280000
853,Volvo,third,lpg,9590000
854,Chevrolet,first,cng,2520000
855,Peugeot,third,lpg,6540000
856,Ferrari,second,diesel,7830000
857,Toyota,third,diesel,5940000
858,Audi,first,cng,3620000
859,Renault,second,diesel,3560000
860,Renault,second,diesel,2120000
861,Peugeot,third,lpg,2530000
862,Audi,third,lpg,2170000
863,Chevrolet,third,petrol,1350000
864,Porsche,third,diesel,9430000
865,Volkswagen,third,lpg,5560000
866,Volvo,third,lpg,4140000
867,Peugeot,second,petrol,4280000
868,Volvo,third,lpg,4880000
869,Toyota,second,diesel,6060000
870,Renault,third,diesel,6270000
871,Renault,third,cng,6850000
872,Toyota,second,diesel,9670000
873,Porsche,third,lpg,9370000
874,Peugeot,first,petrol,9810000
875,Toyota,second,lpg,4440000
876,Volkswagen,first,diesel,8570000
877,Ford,first,petrol,3810000
878,Audi,second,cng,3870000
879,Peugeot,second,petrol,2310000
880,Ferrari,third,lpg,3940000
881,Porsche,second,diesel,4610000
882,Tesla,second,petrol,4030000
883,Ford,first,cng,7820000
884,Ferrari,second,petrol,7620000
885,Peugeot,third,petrol,6350000
886,Porsche,first,cng,4980000
887,Ford,first,lpg,3890000
888,Kia,third,petrol,4460000
889,Tesla,first,petrol,7680000
890,Chevrolet,second,lpg,4420000
891,Tesla,third,lpg,2780000
892,Toyota,first,cng,8630000
893,Tesla,third,lpg,7020000
894,Volvo,third,cng,4110000
895,Audi,second,diesel,4750000
896,Mitsubishi,third,petrol,2910000
897,Ferrari,third,diesel,5340000
898,Volkswagen,third,cng,9050000
899,Chevrolet,first,diesel,8650000
900,Volkswagen,second,cng,4460000
901,Tesla,second,cng,4560000
902,Volvo,first,lpg,3170000
903,Ford,third,diesel,4950000
904,Tesla,third,diesel,1560000
905,BMW,second,diesel,7800000
906,Ferrari,second,cng,6100000
907,Ford,second,petrol,1350000
908,Ford,second,cng,2670000
909,Ford,second,lpg,2860000
910,Toyota,third,lpg,1380000
911,Volvo,first,cng,5870000
912,Porsche,second,diesel,6720000
913,Volkswagen,first,diesel,1750000
914,Toyota,first,petrol,8020000
915,Chevrolet,second,cng,3120000
916,Chevrolet,second,diesel,8000000
917,Mitsubishi,first,cng,9340000
918,Porsche,second,diesel,5480000
919,Volvo,third,cng,7470000
920,Toyota,third,petrol,4520000
921,Audi,first,lpg,6770000
922,Ford,third,petrol,8600000
923,Volkswagen,third,cng,6920000
924,Volvo,first,cng,1810000
925,Audi,first,diesel,2360000
926,Ferrari,second,cng,9500000
927,Peugeot,third,petrol,7220000
928,Honda,third,lpg,4180000
929,Ford,third,petrol,1320000
930,Toyota,first,diesel,9960000
931,Peugeot,first,lpg,9900000
932,Volkswagen,second,petrol,4530000
933,Volkswagen,second,lpg,4180000
934,Toyota,first,cng,9340000
935,Tesla,third,diesel,3430000
936,Toyota,second,lpg,1790000
937,Audi,first,lpg,5460000
938,Jaguar,first,petrol,6350000
939,Toyota,third,cng,2680000
940,Toyota,first,diesel,5590000
941,Tesla,third,cng,3600000
942,Jaguar,first,petrol,4150000
943,Ferrari,first,petrol,4410000
944,Porsche,second,petrol,7550000
945,Ford,third,petrol,1560000
946,Toyota,third,diesel,6310000
947,Volkswagen,third,lpg,1020000
948,Renault,third,petrol,6850000
949,Chevrolet,second,petrol,7780000
950,Jaguar,first,cng,4940000
951,Tesla,second,lpg,7570000
952,Chevrolet,second,diesel,8480000
953,Audi,second,petrol,3150000
954,Ford,second,cng,2270000
955,Peugeot,third,lpg,4470000
956,Renault,first,lpg,2390000
957,Toyota,third,cng,8260000
958,Volvo,second,petrol,2600000
959,Mitsubishi,first,cng,8630000
960,Ferrari,first,petrol,2020000
961,Jaguar,third,diesel,5540000
962,Volkswagen,second,diesel,1180000
963,Chevrolet,third,diesel,6610000
964,Porsche,first,lpg,3490000
965,Honda,second,cng,4940000
966,Renault,second,petrol,9170000
967,Audi,third,petrol,4930000
968,BMW,third,diesel,7230000
969,Ferrari,second,cng,2480000
970,Renault,second,lpg,7310000
971,Toyota,first,diesel,6190000
972,Tesla,first,lpg,1100000
973,Volvo,first,diesel,6280000
974,Renault,first,cng,6400000
975,Chevrolet,first,lpg,7770000
976,Porsche,first,petrol,3030000
977,Audi,first,petrol,3330000
978,Peugeot,second,diesel,1310000
979,Chevrolet,second,lpg,8430000
980,Ford,third,cng,8560000
981,Kia,first,cng,8320000
982,Porsche,first,lpg,6740000
983,Volkswagen,second,diesel,3080000
984,Porsche,second,lpg,2380000
985,Volvo,first,lpg,3530000
986,Jaguar,second,petrol,2920000
987,Volkswagen,third,lpg,2870000
988,Peugeot,third,diesel,2010000
989,Jaguar,first,diesel,6570000
990,Renault,third,cng,9120000
991,Ferrari,third,cng,2770000
992,Tesla,third,lpg,9160000
993,Renault,third,petrol,2590000
994,Audi,third,cng,1190000
995,Lamborghini,third,petrol,1860000
996,Toyota,third,petrol,8400000
997,Volvo,third,diesel,4620000
998,Volvo,first,petrol,9960000
999,Peugeot,first,lpg,5930000
1000,Renault,second,cng,2280000
1001,Ford,second,petrol,5560000
1002,Lamborghini,third,cng,4050000
1003,Renault,third,lpg,2070000
1004,Ford,third,cng,2620000
1005,Audi,second,diesel,7420000
1006,Chevrolet,third,cng,1230000
1007,Honda,first,diesel,6200000
1008,Porsche,second,lpg,8250000
1009,Jaguar,second,lpg,8540000
1010,Ford,second,petrol,4650000
1011,Volvo,second,cng,7500000
1012,Toyota,second,diesel,5730000
1013,Ford,third,diesel,3250000
1014,Lamborghini,third,diesel,1120000
1015,Chevrolet,second,petrol,8670000
1016,Volkswagen,second,cng,9040000
1017,Jaguar,second,lpg,9200000
1018,Volkswagen,first,petrol,9620000
1019,Volkswagen,third,petrol,7280000
1020,Renault,first,lpg,9750000
1021,Volkswagen,second,lpg,4160000
1022,Porsche,second,diesel,2250000
1023,Porsche,third,cng,6620000
1024,Tesla,first,petrol,4830000
1025,Jaguar,second,cng,6250000
1026,Ford,second,cng,3500000
1027,Peugeot,second,petrol,5740000
1028,Porsche,third,cng,1730000
1029,Renault,second,petrol,5050000
1030,Porsche,third,diesel,4910000
1031,Ferrari,first,cng,1210000
1032,Renault,first,diesel,4520000
1033,Audi,third,diesel,8350000
1034,Jaguar,third,lpg,1510000
1035,Renault,first,diesel,1860000
1036,Ferrari,second,diesel,5870000
1037,Renault,second,cng,2140000
1038,Audi,second,lpg,5680000
1039,Jaguar,second,lpg,4250000
1040,Ford,second,cng,1740000
1041,Volvo,third,diesel,2440000
1042,Toyota,third,lpg,3880000
1043,Toyota,third,petrol,5430000
1044,Jaguar,third,cng,4200000
1045,Peugeot,first,petrol,8010000
1046,Ferrari,second,lpg,8970000
1047,Volkswagen,first,petrol,1420000
1048,Peugeot,first,lpg,6380000
1049,Chevrolet,third,diesel,9290000
1050,Volvo,third,cng,5540000
1051,Toyota,first,diesel,6230000
1052,Renault,third,lpg,2400000
1053,Volkswagen,second,diesel,4540000
1054,Porsche,third,petrol,2710000
1055,Ferrari,third,petrol,9750000
1056,Peugeot,third,petrol,1220000
1057,Ferrari,third,cng,9300000
1058,Chevrolet,third,petrol,3470000
1059,Tesla,third,petrol,2280000
1060,Tesla,second,petrol,4400000
1061,Peugeot,third,cng,3430000
1062,Jaguar,third,cng,5260000
1063,Ferrari,second,lpg,5220000
1064,Jaguar,first,diesel,2740000
1065,Tesla,third,lpg,6040000
1066,Chevrolet,third,petrol,4540000
1067,Renault,third,cng,4680000
1068,Toyota,second,petrol,7430000
1069,Toyota,third,lpg,6970000
1070,Ferrari,second,lpg,7860000
1071,Porsche,third,diesel,3000000
1072,Volvo,third,cng,7540000
1073,Volkswagen,second,petrol,6710000
1074,Audi,first,diesel,8840000
1075,Jaguar,second,lpg,8080000
1076,Chevrolet,first,diesel,4190000
1077,Volkswagen,second,petrol,4690000
1078,Volvo,third,cng,1130000
1079,Ferrari,second,petrol,9530000
1080,Lamborghini,first,diesel,2100000
1081,Porsche,first,diesel,5700000
1082,Chevrolet,third,cng,1800000
1083,Chevrolet,third,cng,4230000
1084,Chevrolet,first,lpg,7120000
1085,Nissan,third,petrol,7680000
1086,Ferrari,first,cng,9080000
1087,Porsche,second,petrol,8810000
1088,Ford,third,petrol,8300000
1089,Ford,second,lpg,8220000
1090,Volkswagen,first,cng,3600000
1091,Audi,first,petrol,8660000
1092,Tesla,third,cng,7950000
1093,Peugeot,third,petrol,3930000
1094,Chevrolet,second,petrol,6100000
1095,Ferrari,second,cng,6240000
1096,Porsche,second,petrol,4890000
1097,Peugeot,first,cng,8770000
1098,Honda,third,petrol,1360000
1099,Ford,third,cng,7160000
1100,Volkswagen,second,cng,2490000
1101,Tesla,first,cng,3230000
1102,Volvo,second,lpg,3840000
1103,Volvo,first,cng,9330000
1104,Ferrari,third,cng,6850000
1105,Tesla,first,petrol,3970000
1106,Ferrari,second,cng,1120000
1107,Peugeot,first,diesel,2220000
1108,Toyota,second,cng,6120000
1109,Ford,first,diesel,3180000
1110,Peugeot,second,diesel,2770000
1111,Tesla,first,diesel,2130000
1112,Kia,second,diesel,1580000
1113,Renault,second,cng,7480000
1114,Ford,second,lpg,6150000
1115,Peugeot,first,lpg,6510000
1116,Ferrari,first,diesel,1360000
1117,Peugeot,third,diesel,1880000
1118,Volvo,first,cng,3460000
1119,Peugeot,third,cng,8390000
1120,Jaguar,third,petrol,9000000
1121,Peugeot,first,cng,1130000
1122,Renault,third,diesel,9380000
1123,Chevrolet,first,lpg,4650000
1124,Porsche,second,cng,1330000
1125,Jaguar,third,petrol,3690000
1126,Chevrolet,third,lpg,2550000
1127,Peugeot,second,lpg,5060000
1128,Honda,third,petrol,2780000
1129,Porsche,third,lpg,1020000
1130,Nissan,second,petrol,5410000
1131,Ferrari,third,diesel,2900000
1132,Ferrari,second,petrol,6270000
1133,Ford,third,diesel,8850000
1134,Peugeot,first,petrol,4250000
1135,Volvo,second,lpg,5250000
1136,Ford,third,petrol,7940000
1137,Audi,second,cng,5920000
1138,Volvo,first,cng,2400000
1139,Toyota,second,diesel,1780000
1140,Peugeot,first,petrol,1450000
1141,Audi,second,cng,7160000
1142,Jaguar,first,cng,7950000
1143,Audi,second,cng,3390000
1144,Renault,third,lpg,1780000
1145,Chevrolet,third,cng,3270000
1146,Porsche,third,cng,7360000
1147,Tesla,first,diesel,2090000
1148,Volvo,third,petrol,1320000
1149,Chevrolet,third,petrol,7000000
1150,Ford,third,lpg,2620000
1151,Ferrari,third,cng,6830000
1152,Ferrari,second,petrol,1930000
1153,Ford,third,petrol,7390000
1154,Chevrolet,second,lpg,7460000
1155,Tesla,third,petrol,1890000
1156,BMW,first,diesel,2510000
1157,Volkswagen,second,cng,3750000
1158,Porsche,third,cng,6360000
1159,Toyota,second,diesel,2120000
1160,Volkswagen,second,petrol,5020000
1161,Ferrari,second,diesel,2960000
1162,Ferrari,second,petrol,5480000
1163,Renault,first,petrol,1470000
1164,Porsche,third,cng,9920000
1165,Volkswagen,first,cng,3090000
1166,Peugeot,second,cng,1880000
1167,Renault,first,cng,7200000
1168,Volvo,third,lpg,7080000
1169,Toyota,third,diesel,9650000
1170,Toyota,second,petrol,6630000
1171,Jaguar,first,lpg,6230000
1172,Volvo,first,cng,3050000
1173,Jaguar,second,petrol,4800000
1174,Porsche,first,cng,3380000
1175,Volkswagen,second,cng,4280000
1176,Audi,second,cng,8070000
1177,Jaguar,second,petrol,4260000
1178,Ferrari,third,petrol,2300000
1179,Porsche,third,lpg,1200000
1180,Toyota,second,petrol,8740000
1181,Tesla,first,petrol,1410000
1182,Volvo,second,diesel,1990000
1183,Ford,first,cng,3590000
1184,Peugeot,second,diesel,4460000
1185,Ferrari,first,cng,7940000
1186,Volkswagen,third,petrol,1760000
1187,Ferrari,third,lpg,8920000
1188,Renault,second,cng,7380000
1189,Kia,third,cng,6830000
1190,Lamborghini,first,cng,2590000
1191,Tesla,first,cng,5130000
1192,Volvo,first,diesel,8290000
1193,Porsche,second,diesel,6870000
1194,Peugeot,third,cng,4370000
1195,Ford,first,cng,2000000
1196,Ford,third,diesel,5060000
1197,Porsche,first,diesel,2440000
1198,Volkswagen,third,cng,3380000
1199,Toyota,first,diesel,8110000
1200,Volvo,third,diesel,1630000
1201,Ferrari,first,diesel,2800000
1202,Porsche,second,petrol,5740000
1203,Renault,third,lpg,2100000
1204,Audi,second,petrol,8000000
1205,Ferrari,second,cng,3720000
1206,Peugeot,second,lpg,7150000
1207,Audi,second,petrol,5540000
1208,Renault,third,cng,7930000
1209,Kia,first,diesel,8880000
1210,Audi,first,diesel,3840000
1211,Jaguar,third,petrol,4690000
1212,Audi,second,petrol,4940000
1213,Toyota,third,lpg,5960000
1214,Audi,first,lpg,6450000
1215,Renault,first,petrol,6260000
1216,Volvo,third,diesel,4640000
1217,Toyota,first,cng,1870000
1218,Porsche,first,lpg,7270000
1219,Toyota,third,diesel,8920000
1220,Ford,first,lpg,9480000
1221,Mitsubishi,third,lpg,3360000
1222,Renault,first,cng,5340000
1223,Jaguar,third,diesel,8660000
1224,Toyota,third,petrol,2060000
1225,Peugeot,third,cng,4930000
1226,Renault,first,diesel,4090000
1227,Volvo,third,lpg,1360000
1228,Ferrari,second,lpg,2450000
1229,Jaguar,third,cng,7520000
1230,Porsche,third,petrol,4310000
1231,Tesla,first,diesel,2630000
1232,Porsche,first,diesel,4860000
1233,BMW,second,petrol,8380000
1234,Toyota,first,petrol,1270000
1235,Chevrolet,third,diesel,9650000
1236,Renault,third,lpg,3630000
1237,Tesla,third,diesel,8720000
1238,Mercedes-Benz,first,petrol,8580000
1239,Toyota,second,petrol,4980000
1240,Lamborghini,third,cng,2640000
1241,Mercedes-Benz,first,cng,2150000
1242,Ferrari,second,diesel,8050000
1243,Honda,second,diesel,7180000
1244,Volvo,second,diesel,1110000
1245,Porsche,third,diesel,1430000
1246,Tesla,second,cng,2640000
1247,Ford,third,lpg,7150000
1248,Jaguar,second,cng,9500000
1249,Porsche,first,lpg,8480000
1250,Ferrari,third,diesel,5120000
1251,Ford,second,cng,5820000
1252,Volkswagen,first,lpg,7490000
1253,Porsche,first,diesel,3990000
1254,Peugeot,third,diesel,3320000
1255,Jaguar,third,diesel,8450000
1256,Jaguar,first,lpg,6950000
1257,Ferrari,first,petrol,3710000
1258,Jaguar,first,lpg,7940000
1259,Audi,second,petrol,4320000
1260,Renault,second,lpg,6410000
1261,Audi,second,petrol,5320000
1262,Jaguar,first,diesel,3480000
1263,Renault,first,lpg,9830000
1264,Volvo,second,lpg,7780000
1265,Renault,second,lpg,6620000
1266,Renault,first,lpg,6650000
1267,Ferrari,second,cng,2610000
1268,Tesla,first,lpg,6270000
1269,Jaguar,first,petrol,3700000
1270,BMW,third,diesel,5910000
1271,Porsche,second,cng,1130000
1272,Jaguar,first,cng,8660000
1273,Tesla,first,lpg,9640000
1274,Peugeot,third,diesel,5270000
1275,Peugeot,first,cng,3030000
1276,Volkswagen,first,diesel,3030000
1277,Peugeot,second,cng,7150000
1278,Audi,third,petrol,4340000
1279,Porsche,second,diesel,6080000
1280,Tesla,third,diesel,3620000
1281,Volvo,first,diesel,1230000
1282,Tesla,second,lpg,3510000
1283,Toyota,second,lpg,4410000
1284,Jaguar,third,lpg,5510000
1285,Jaguar,first,petrol,4180000
1286,Tesla,third,lpg,8250000
1287,Volkswagen,third,petrol,2010000
1288,Tesla,second,petrol,8890000
1289,Chevrolet,second,petrol,3890000
1290,Chevrolet,second,diesel,7940000
1291,Audi,first,cng,6190000
1292,Ford,third,diesel,6830000
1293,Audi,first,petrol,5240000
1294,Renault,first,lpg,6030000
1295,Peugeot,third,cng,7420000
1296,Chevrolet,first,petrol,5930000
1297,Ford,first,lpg,9790000
1298,Jaguar,first,cng,4830000
1299,Toyota,third,lpg,2760000
1300,Volkswagen,second,cng,2780000
1301,Volkswagen,first,petrol,4210000
1302,Renault,second,lpg,5400000
1303,Ford,first,diesel,7140000
1304,Porsche,third,cng,9830000
1305,Volvo,second,petrol,8520000
1306,Jeep,first,diesel,1340000
1307,Audi,first,cng,1500000
1308,Renault,first,lpg,4940000
1309,Ford,third,diesel,3430000
1310,Chevrolet,second,lpg,2940000
1311,Ferrari,third,diesel,7480000
1312,Mitsubishi,second,diesel,3640000
1313,Ferrari,first,lpg,5650000
1314,Ford,second,lpg,3160000
1315,Tesla,second,petrol,1800000
1316,Volkswagen,third,lpg,2110000
1317,Chevrolet,third,cng,2140000
1318,Toyota,third,petrol,2990000
1319,Porsche,first,petrol,2520000
1320,Volkswagen,second,diesel,9700000
1321,Ferrari,first,petrol,5070000
1322,Chevrolet,third,diesel,1740000
1323,Ford,second,cng,1910000
1324,Audi,third,diesel,3650000
1325,Renault,first,lpg,5350000
1326,Ferrari,first,lpg,1460000
1327,Volkswagen,first,cng,1220000
1328,Volkswagen,second,petrol,2680000
1329,Toyota,third,lpg,6860000
1330,Ferrari,first,lpg,5950000
1331,Volkswagen,first,diesel,7800000
1332,Ferrari,third,diesel,5260000
1333,Jaguar,first,cng,9900000
1334,Peugeot,third,diesel,9190000
1335,Nissan,second,petrol,7840000
1336,Ford,first,cng,9570000
1337,Ford,third,cng,6210000
1338,Jaguar,third,cng,9370000
1339,Toyota,first,diesel,7680000
1340,Chevrolet,first,lpg,9030000
1341,Porsche,third,lpg,5100000
1342,Tesla,second,petrol,9850000
1343,Chevrolet,second,cng,9440000
1344,Renault,second,petrol,9470000
1345,Porsche,first,lpg,7310000
1346,Audi,first,cng,9700000
1347,Renault,third,petrol,8680000
1348,Ford,second,lpg,1020000
1349,Volkswagen,second,lpg,4900000
1350,Ferrari,first,cng,3960000
1351,Tesla,second,diesel,3120000
1352,Volkswagen,third,diesel,8530000
1353,Volkswagen,first,diesel,5300000
1354,Peugeot,second,cng,7290000
1355,Volvo,second,petrol,6880000
1356,Volvo,second,diesel,4570000
1357,Renault,second,petrol,9800000
1358,Volvo,third,diesel,2720000
1359,Kia,second,diesel,9540000
1360,Ferrari,third,petrol,6220000
1361,Ferrari,first,cng,4720000
1362,Ford,first,diesel,1390000
1363,Ford,third,diesel,4510000
1364,Ford,second,diesel,6730000
1365,Volvo,second,diesel,6780000
1366,Audi,first,lpg,9730000
1367,Tesla,third,diesel,5150000
1368,Tesla,second,diesel,2490000
1369,Ford,second,diesel,2810000
1370,Toyota,third,petrol,4910000
1371,Ferrari,third,diesel,9970000
1372,Ford,second,lpg,6230000
1373,Renault,third,cng,3530000
1374,Volkswagen,first,lpg,6100000
1375,Chevrolet,first,cng,6760000
1376,Toyota,first,petrol,5380000
1377,Peugeot,first,diesel,5870000
1378,Ferrari,second,cng,3780000
1379,Ferrari,second,cng,1290000
1380,Porsche,second,lpg,5580000
1381,Ferrari,third,lpg,4240000
1382,Porsche,third,lpg,8370000
1383,Audi,first,diesel,1310000
1384,Tesla,third,cng,4930000
1385,Porsche,first,lpg,6900000
1386,Ferrari,second,cng,4930000
1387,BMW,first,diesel,4510000
1388,Chevrolet,first,diesel,8680000
1389,Volvo,third,cng,3670000
1390,Porsche,third,diesel,2870000
1391,Volkswagen,third,lpg,5500000
1392,Chevrolet,third,petrol,2500000
1393,Porsche,second,diesel,1470000
1394,Tesla,third,diesel,9190000
1395,Toyota,second,cng,6130000
1396,Porsche,third,diesel,8640000
1397,Toyota,first,lpg,7800000
1398,Volvo,first,lpg,3170000
1399,Volkswagen,third,petrol,6490000
1400,Ferrari,second,lpg,9730000
1401,Peugeot,second,diesel,6550000
1402,Hyundai,third,diesel,3230000
1403,Toyota,third,petrol,1570000
1404,Peugeot,third,lpg,2890000
1405,Jaguar,second,cng,2870000
1406,Toyota,first,cng,2880000
1407,Land Rover,third,lpg,6590000
1408,Renault,second,cng,5980000
1409,Audi,third,cng,4690000
1410,Renault,second,diesel,5140000
1411,Peugeot,second,cng,7740000
1412,Porsche,second,cng,9080000
1413,BMW,second,lpg,4610000
1414,Chevrolet,first,petrol,5380000
1415,Volvo,first,diesel,2180000
1416,Ferrari,third,petrol,4570000
1417,Audi,third,cng,2040000
1418,BMW,first,diesel,8310000
1419,Toyota,second,cng,9650000
1420,Ferrari,third,cng,6850000
1421,Volvo,second,diesel,5240000
1422,Jaguar,second,lpg,7900000
1423,Tesla,first,petrol,8590000
1424,Audi,second,lpg,3700000
1425,Toyota,third,lpg,5300000
1426,Honda,second,cng,2570000
1427,Porsche,third,petrol,3090000
1428,Renault,second,cng,5890000
